Date,CPI_diff
12-08-1982,1.026167265
13-08-1982,1.025956705
16-08-1982,1.02891244
17-08-1982,1.030502885
18-08-1982,1.026694045
19-08-1982,1.030078286
20-08-1982,1.024905196
23-08-1982,1.023541453
24-08-1982,1.019264091
25-08-1982,1.018018935
26-08-1982,1.02145046
27-08-1982,1.028806584
30-08-1982,1.035518277
31-08-1982,1.037129226
01-09-1982,1.034661148
02-09-1982,1.031140441
03-09-1982,1.034126163
07-09-1982,1.033805438
08-09-1982,1.037344398
09-09-1982,1.036054704
10-09-1982,1.040799334
13-09-1982,1.046572475
14-09-1982,1.045150502
15-09-1982,1.045150502
16-09-1982,1.046791584
17-09-1982,1.043732387
20-09-1982,1.045369015
21-09-1982,1.046682018
22-09-1982,1.045150502
23-09-1982,1.045696957
24-09-1982,1.048218029
27-09-1982,1.051524711
28-09-1982,1.053518753
29-09-1982,1.053185887
30-09-1982,1.053185887
01-10-1982,1.054185115
04-10-1982,1.057305984
05-10-1982,1.060108131
06-10-1982,1.060108131
07-10-1982,1.055966209
08-10-1982,1.050972149
12-10-1982,1.049538203
13-10-1982,1.052631579
14-10-1982,1.054185115
15-10-1982,1.057977148
18-10-1982,1.057865228
19-10-1982,1.05764146
20-10-1982,1.061458444
21-10-1982,1.062699256
22-10-1982,1.063603489
25-10-1982,1.066666667
26-10-1982,1.068376068
27-10-1982,1.068147832
28-10-1982,1.070205479
29-10-1982,1.068604403
01-11-1982,1.068604403
03-11-1982,1.069289991
04-11-1982,1.071466838
05-11-1982,1.070434596
08-11-1982,1.070663812
09-11-1982,1.067691651
10-11-1982,1.062134891
12-11-1982,1.064509261
15-11-1982,1.064735945
16-11-1982,1.06179656
17-11-1982,1.062247716
18-11-1982,1.062360565
19-11-1982,1.057753332
22-11-1982,1.054407423
23-11-1982,1.056524036
24-11-1982,1.051967179
26-11-1982,1.048437828
29-11-1982,1.046572475
30-11-1982,1.043950308
01-12-1982,1.042752868
02-12-1982,1.039825309
03-12-1982,1.038853106
06-12-1982,1.036376827
07-12-1982,1.036806636
08-12-1982,1.036162056
09-12-1982,1.039284972
10-12-1982,1.038098204
13-12-1982,1.042535446
14-12-1982,1.040474456
15-12-1982,1.039068994
16-12-1982,1.03626943
17-12-1982,1.036484245
20-12-1982,1.033912324
21-12-1982,1.031140441
22-12-1982,1.029018317
23-12-1982,1.029124215
24-12-1982,1.026694045
27-12-1982,1.025956705
28-12-1982,1.019887812
29-12-1982,1.01822625
30-12-1982,1.019367992
31-12-1982,1.020408163
03-01-1983,1.016260163
04-01-1983,1.01502233
05-01-1983,1.012658228
06-01-1983,1.013581999
07-01-1983,1.012555691
10-01-1983,1.01061142
11-01-1983,1.01061142
12-01-1983,1.011122346
13-01-1983,1.009591116
14-01-1983,1.011531459
17-01-1983,1.010815728
18-01-1983,1.015640869
19-01-1983,1.019367992
20-01-1983,1.020616452
21-01-1983,1.021972407
24-01-1983,1.027432446
25-01-1983,1.02145046
26-01-1983,1.025641026
27-01-1983,1.025641026
28-01-1983,1.027538019
31-01-1983,1.033378113
01-02-1983,1.033271337
02-02-1983,1.037882719
03-02-1983,1.035732781
04-02-1983,1.037344398
07-02-1983,1.034661148
08-02-1983,1.031991744
09-02-1983,1.030715316
10-02-1983,1.030715316
11-02-1983,1.030290542
14-02-1983,1.031246777
15-02-1983,1.031034127
16-02-1983,1.029866117
17-02-1983,1.032098256
18-02-1983,1.032737788
22-02-1983,1.037344398
23-02-1983,1.039392994
24-02-1983,1.040041602
25-02-1983,1.040582726
28-02-1983,1.047668937
01-03-1983,1.053185887
02-03-1983,1.052410019
03-03-1983,1.05374078
04-03-1983,1.056524036
07-03-1983,1.054296257
08-03-1983,1.171646163
09-03-1983,1.17260788
10-03-1983,1.16509379
11-03-1983,1.165501166
14-03-1983,1.14246544
15-03-1983,1.143379831
16-03-1983,1.14416476
17-03-1983,1.145475372
18-03-1983,1.152073733
21-03-1983,1.153402537
22-03-1983,1.153269519
23-03-1983,1.153402537
24-03-1983,1.150747986
25-03-1983,1.152870648
28-03-1983,1.155668554
29-03-1983,1.155802127
30-03-1983,1.155001155
31-03-1983,1.157139551
01-04-1983,1.156737999
04-04-1983,1.155802127
05-04-1983,1.154734411
06-04-1983,1.153668666
07-04-1983,1.15446779
08-04-1983,1.155401502
11-04-1983,1.152737752
12-04-1983,1.152604887
13-04-1983,1.153668666
14-04-1983,1.152073733
15-04-1983,1.150747986
18-04-1983,1.150615579
19-04-1983,1.150218542
20-04-1983,1.151675688
21-04-1983,1.150350857
22-04-1983,1.151012891
25-04-1983,1.149425287
26-04-1983,1.151808339
27-04-1983,1.150483203
28-04-1983,1.152604887
29-04-1983,1.153269519
02-05-1983,1.152073733
03-05-1983,1.151410478
04-05-1983,1.147973826
05-05-1983,1.147446931
06-05-1983,1.147842057
09-05-1983,1.145737855
10-05-1983,1.145737855
11-05-1983,1.138692781
12-05-1983,1.133658315
13-05-1983,1.129943503
16-05-1983,1.128795575
17-05-1983,1.131861913
18-05-1983,1.131861913
19-05-1983,1.13430127
20-05-1983,1.133658315
23-05-1983,1.134558657
24-05-1983,1.134429949
25-05-1983,1.133786848
26-05-1983,1.133144476
27-05-1983,1.132502831
31-05-1983,1.134944955
01-06-1983,1.136105431
02-06-1983,1.133786848
03-06-1983,1.135589371
06-06-1983,1.136363636
07-06-1983,1.137656428
08-06-1983,1.138952164
09-06-1983,1.141291942
10-06-1983,1.14064104
13-06-1983,1.139731023
14-06-1983,1.143772161
15-06-1983,1.143249114
16-06-1983,1.141552511
17-06-1983,1.14246544
20-06-1983,1.141813199
21-06-1983,1.141422212
22-06-1983,1.139341461
23-06-1983,1.138563133
24-06-1983,1.138044839
27-06-1983,1.142595978
28-06-1983,1.141813199
29-06-1983,1.142857143
30-06-1983,1.14246544
01-07-1983,1.141291942
05-07-1983,1.144557628
06-07-1983,1.144819691
07-07-1983,1.146394589
08-07-1983,1.145081873
11-07-1983,1.145475372
12-07-1983,1.146131805
13-07-1983,1.147052076
14-07-1983,1.146131805
15-07-1983,1.148765078
18-07-1983,1.148105626
19-07-1983,1.145081873
20-07-1983,1.142857143
21-07-1983,1.13662196
22-07-1983,1.137268282
25-07-1983,1.135976372
26-07-1983,1.137656428
27-07-1983,1.136234519
28-07-1983,1.13481616
29-07-1983,1.136234519
01-08-1983,1.137656428
02-08-1983,1.139211666
03-08-1983,1.141161703
04-08-1983,1.141813199
05-08-1983,1.143379831
08-08-1983,1.143510577
09-08-1983,1.141291942
10-08-1983,1.144426642
11-08-1983,1.147315282
12-08-1983,1.147446931
15-08-1983,1.143902997
16-08-1983,1.135589371
17-08-1983,1.134558657
18-08-1983,1.13058225
19-08-1983,1.131990038
22-08-1983,1.128668172
23-08-1983,1.125619091
24-08-1983,1.128668172
25-08-1983,1.125872551
26-08-1983,1.133272892
29-08-1983,1.136105431
30-08-1983,1.137397634
31-08-1983,1.138692781
01-09-1983,1.140510949
02-09-1983,1.141291942
06-09-1983,1.13960114
07-09-1983,1.140771161
08-09-1983,1.141031492
09-09-1983,1.1368804
12-09-1983,1.128540797
13-09-1983,1.126887537
14-09-1983,1.128795575
15-09-1983,1.126760563
16-09-1983,1.128540797
19-09-1983,1.125492403
20-09-1983,1.123721766
21-09-1983,1.121076233
22-09-1983,1.119695443
23-09-1983,1.117568172
26-09-1983,1.113089938
27-09-1983,1.1149515
28-09-1983,1.113957892
29-09-1983,1.114827202
30-09-1983,1.114702932
03-10-1983,1.113709767
04-10-1983,1.111481605
05-10-1983,1.104728237
06-10-1983,1.095410231
07-10-1983,1.093852549
11-10-1983,1.092179991
12-10-1983,1.096491228
13-10-1983,1.097453907
14-10-1983,1.09733348
17-10-1983,1.090274749
18-10-1983,1.090393632
19-10-1983,1.090988436
20-10-1983,1.091107474
21-10-1983,1.085069444
24-10-1983,1.088139282
25-10-1983,1.087784184
26-10-1983,1.089918256
27-10-1983,1.089561996
28-10-1983,1.088613107
31-10-1983,1.09469075
01-11-1983,1.094930472
02-11-1983,1.09469075
03-11-1983,1.09301563
04-11-1983,1.097694841
07-11-1983,1.097935881
09-11-1983,1.095890411
10-11-1983,1.090631476
14-11-1983,1.088613107
15-11-1983,1.085187195
16-11-1983,1.087429317
17-11-1983,1.090512541
18-11-1983,1.089561996
21-11-1983,1.088257699
22-11-1983,1.085894234
23-11-1983,1.086366105
25-11-1983,1.092657343
28-11-1983,1.09469075
29-11-1983,1.097213079
30-11-1983,1.093254619
01-12-1983,1.075268817
02-12-1983,1.090512541
05-12-1983,1.100836636
06-12-1983,1.100715465
07-12-1983,1.101685579
08-12-1983,1.112966055
09-12-1983,1.100110011
12-12-1983,1.098901099
13-12-1983,1.109262341
14-12-1983,1.121076233
15-12-1983,1.113585746
16-12-1983,1.119820829
19-12-1983,1.137656428
20-12-1983,1.13960114
21-12-1983,1.128668172
22-12-1983,1.109262341
23-12-1983,1.111111111
27-12-1983,1.111111111
28-12-1983,1.112594571
29-12-1983,1.115448968
30-12-1983,1.115448968
03-01-1984,1.114206128
04-01-1984,1.114206128
05-01-1984,1.111728738
06-01-1984,1.099505223
09-01-1984,1.097935881
10-01-1984,1.100473203
11-01-1984,1.109508488
12-01-1984,1.106806862
13-01-1984,1.101928375
16-01-1984,1.104362231
17-01-1984,1.107419712
18-01-1984,1.11049417
19-01-1984,1.110124334
20-01-1984,1.108401685
23-01-1984,1.106806862
24-01-1984,1.104362231
25-01-1984,1.100715465
26-01-1984,1.097694841
27-01-1984,1.091941472
30-01-1984,1.090274749
31-01-1984,1.090274749
01-02-1984,1.08577633
02-02-1984,1.083188908
03-02-1984,1.085187195
06-02-1984,1.085187195
07-02-1984,1.08483402
08-02-1984,1.077818495
09-02-1984,1.073537305
10-02-1984,1.074922068
14-02-1984,1.069861988
15-02-1984,1.064962726
16-02-1984,1.059097649
17-02-1984,1.057753332
21-02-1984,1.063829787
22-02-1984,1.062134891
23-02-1984,1.058985492
24-02-1984,1.059883413
27-02-1984,1.060670344
28-02-1984,1.059209829
29-02-1984,1.059883413
01-03-1984,1.059097649
02-03-1984,1.059434262
05-03-1984,1.047120419
06-03-1984,1.046791584
07-03-1984,1.048218029
08-03-1984,1.049428062
09-03-1984,1.047998323
12-03-1984,1.046901173
13-03-1984,1.038421599
14-03-1984,1.036484245
15-03-1984,1.037344398
16-03-1984,1.037882719
19-03-1984,1.046682018
20-03-1984,1.045478306
21-03-1984,1.051524711
22-03-1984,1.063264221
23-03-1984,1.061571125
26-03-1984,1.050420168
27-03-1984,1.054296257
28-03-1984,1.066325443
29-03-1984,1.065303079
30-03-1984,1.068147832
02-04-1984,1.066098081
03-04-1984,1.063264221
04-04-1984,1.063490375
05-04-1984,1.077586207
06-04-1984,1.086012163
09-04-1984,1.095290252
